Depth_wrt_startup,Correction_depth
0.0,1407.825574
-0.0020395569030326466,1407.523728921225
-0.0020395569030326466,1407.4641056993682
-0.004079113806065293,1407.1620183987363
-0.004079113806065293,1407.1021529550226
-0.006118670709097884,1406.799823432534
-0.006118670709097884,1406.7397157669632
-0.007138137967922287,1406.5584130568293
-0.007138137967922287,1406.498184317288
-0.004079113806065293,1406.8016147010844
-0.004079113806065293,1406.7417492573707
-0.001020089644208244,1407.045542936995
-0.001020089644208244,1406.9860407891085
-0.009177694870954933,1405.9567563157714
-0.009177694870954933,1405.896285354373
-0.006118670709097884,1406.1994735163128
-0.006118670709097884,1406.139365850742
-0.0030590241618569936,1406.442991298158
-0.0030590241618569936,1406.3832470023303
-0.006118670709097884,1405.9597695935163
-0.006118670709097884,1405.8996619279455
-0.004079113806065293,1406.0820183411497
-0.004079113806065293,1406.0221528974357
-0.0020395569030326466,1406.2047515324969
-0.0020395569030326466,1406.1451283106398
-0.00509858106488964,1405.721845965445
-0.00509858106488964,1405.6618594477607
0.0,1406.207996132189
0.0,1406.148615132189
-0.001020089644208244,1405.9679650979772
-0.001020089644208244,1405.908462950091
-0.0030590241618569936,1405.6065707130783
-0.0030590241618569936,1405.546826417251
-0.001020089644208244,1405.7294722105496
-0.001020089644208244,1405.6699700626632
-0.0030590241618569936,1405.3680778256507
-0.0030590241618569936,1405.3083335298231
-0.007138137967922287,1404.763661076446
-0.007138137967922287,1404.7034323369046
-0.0020395569030326466,1405.2493267994762
-0.0020395569030326466,1405.1897035776192
-0.0030590241618569936,1405.0088853111993
-0.0030590241618569936,1404.9491410153717
-0.00509858106488964,1404.6469326407694
-0.00509858106488964,1404.5869461230848
-0.001020089644208244,1405.0118137733016
-0.001020089644208244,1404.9523116254152
-0.001020089644208244,1404.8928094775288
-0.00509858106488964,1404.3484531617414
-0.00509858106488964,1404.288466644057
-0.001020089644208244,1404.7133342942736
-0.001020089644208244,1404.6538321463872
-0.001020089644208244,1404.594329998501
-0.001020089644208244,1404.5348278506146
-0.004079113806065293,1404.1116665793904
-0.004079113806065293,1404.0518011356767
-0.001020089644208244,1404.3555948153007
-0.001020089644208244,1404.2960926674143
-0.004079113806065293,1403.87293139619
-0.004079113806065293,1403.8130659524763
-0.001020089644208244,1404.1168596321004
-0.001020089644208244,1404.057357484214
0.0030590241618569936,1404.4827834938774
0.0030590241618569936,1404.423765789705
0.0030590241618569936,1404.3647480855325
0.0030590241618569936,1404.30573038136
-0.008157605226746634,1402.9132712283988
-0.008157605226746634,1402.8529214148869
-0.004079113806065293,1403.2774257692759
-0.004079113806065293,1403.217560325562
-0.004079113806065293,1403.1576948818483
-0.004079113806065293,1403.0978294381343
0.001019467258824347,1403.6440871965335
-0.004079113806065293,1402.9787040683912
-0.004079113806065293,1402.9188386246774
-0.0020395569030326466,1403.1014372597383
-0.0020395569030326466,1403.0418140378815
-0.006118670709097884,1402.4972626584747
-0.006118670709097884,1402.437154992904
-0.001020089644208244,1402.9831705294462
-0.001020089644208244,1402.9236683815598
-0.001020089644208244,1402.8641662336736
-0.001020089644208244,1402.8046640857872
-0.0020395569030326466,1402.6239668933376
-0.0020395569030326466,1402.5643436714809
-0.0030590241618569936,1402.3835254050607
-0.0030590241618569936,1402.3237811092333
-0.001020089644208244,1402.506426902532
-0.001020089644208244,1402.4469247546456
-0.004079113806065293,1402.0237634834214
-0.004079113806065293,1401.9638980397076
-0.00509858106488964,1401.7828375514305
-0.00509858106488964,1401.722851033746
-0.004079113806065293,1401.7840595606249
-0.004079113806065293,1401.724194116911
-0.0030590241618569936,1401.785597707409
-0.0030590241618569936,1401.7258534115815
-0.0030590241618569936,1401.666109115754
0.0030590241618569936,1402.3336830666024
0.0030590241618569936,1402.27466536243
-0.0030590241618569936,1401.4883294115814
-0.0030590241618569936,1401.428585115754
-0.0030590241618569936,1401.3688408199264
-0.00509858106488964,1401.066632445324
-0.00509858106488964,1401.0066459276395
-0.0030590241618569936,1401.18912348873
-0.0030590241618569936,1401.1293791929024
-0.0020395569030326466,1401.1908299416382
-0.0020395569030326466,1401.1312067197812
-0.006118670709097884,1400.5866553403746
-0.006118670709097884,1400.5265476748039
0.0,1401.1938322455576
0.0,1401.1344512455576
-0.0020395569030326466,1400.8326061667829
-0.0020395569030326466,1400.7729829449258
-0.0020395569030326466,1400.7133597230688
-0.0020395569030326466,1400.653736501212
-0.0020395569030326466,1400.594113279355
-0.0020395569030326466,1400.5344900574983
-0.0020395569030326466,1400.4748668356413
-0.0020395569030326466,1400.4152436137842
-0.0030590241618569936,1400.2344253473643
-0.0030590241618569936,1400.1746810515367
-0.0030590241618569936,1400.1149367557093
-0.0030590241618569936,1400.0551924598817
-0.0030590241618569936,1399.9954481640543
0.0,1400.2993629915647
-0.0020395569030326466,1399.9975179127898
-0.0020395569030326466,1399.9378946909328
-0.001020089644208244,1399.9994665136392
-0.001020089644208244,1399.9399643657528
-0.004079113806065293,1399.5168030945285
-0.004079113806065293,1399.4569376508146
-0.001020089644208244,1399.7607313304388
-0.001020089644208244,1399.7012291825524
-0.001020089644208244,1399.641727034666
-0.00509858106488964,1399.0973707188787
-0.0030590241618569936,1399.2798482799692
-0.0030590241618569936,1399.2201039841416
-0.0030590241618569936,1399.1603596883142
-0.0020395569030326466,1399.2218104370497
-0.001020089644208244,1399.2833822597559
-0.001020089644208244,1399.2238801118697
-0.0030590241618569936,1398.921987874857
-0.0030590241618569936,1398.8622435790296
-0.0030590241618569936,1398.802499283202
-0.001020089644208244,1398.9851450765007
-0.001020089644208244,1398.9256429286145
-0.001020089644208244,1398.866140780728
-0.001020089644208244,1398.8066386328417
-0.0020395569030326466,1398.6259414403924
-0.0030590241618569936,1398.4451231739724
-0.0030590241618569936,1398.3853788781448
-0.00509858106488964,1398.0831705035425
-0.00509858106488964,1398.023183985858
-0.00509858106488964,1397.9631974681736
-0.001020089644208244,1398.3880651183902
-0.001020089644208244,1398.328562970504
0.0030590241618569936,1398.7539889801674
0.0030590241618569936,1398.694971275995
-0.001020089644208244,1398.1510254142727
-0.001020089644208244,1398.0915232663863
-0.0030590241618569936,1397.7896310293738
-0.0030590241618569936,1397.7298867335462
-0.0020395569030326466,1397.7913374822817
-0.0030590241618569936,1397.6105192158618
-0.0030590241618569936,1397.5507749200342
-0.0030590241618569936,1397.4910306242068
-0.004079113806065293,1397.3100172941674
-0.0030590241618569936,1397.3714208846654
-0.0030590241618569936,1397.311676588838
-0.0030590241618569936,1397.2519322930104
-0.001020089644208244,1397.434578086309
-0.0020395569030326466,1397.2538808938596
-0.0020395569030326466,1397.1942576720028
-0.0020395569030326466,1397.1346344501458
-0.006118670709097884,1396.5900830707392
-0.0020395569030326466,1397.0149035627182
-0.0020395569030326466,1396.9552803408612
-0.0020395569030326466,1396.8956571190042
-0.006118670709097884,1396.3511057395976
-0.006118670709097884,1396.290998074027
-0.001020089644208244,1396.837013610569
-0.0020395569030326466,1396.6563164181196
-0.0020395569030326466,1396.5966931962625
-0.00509858106488964,1396.1734108510677
-0.00509858106488964,1396.1134243333834
-0.00509858106488964,1396.053437815699
-0.0020395569030326466,1396.3571104213524
0.001019467258824347,1396.6611463228335
0.001019467258824347,1396.601886396804
-0.0030590241618569936,1396.0577723028737
-0.0030590241618569936,1395.998028007046
-0.0030590241618569936,1395.9382837112187
-0.004079113806065293,1395.7572703811793
-0.001020089644208244,1396.0610640608033
-0.001020089644208244,1396.0015619129172
-0.001020089644208244,1395.9420597650308
-0.001020089644208244,1395.8825576171446
-0.001020089644208244,1395.8230554692582
-0.0030590241618569936,1395.5211632322457
-0.0030590241618569936,1395.461418936418
-0.001020089644208244,1395.6440647297168
-0.001020089644208244,1395.5845625818306
-0.0030590241618569936,1395.282670344818
-0.0030590241618569936,1395.2229260489905
0.0,1395.526840876501
0.0,1395.467459876501
-0.0020395569030326466,1395.165614797726
-0.0020395569030326466,1395.1059915758692
-0.0030590241618569936,1394.925173309449
-0.0030590241618569936,1394.8654290136217
-0.0030590241618569936,1394.805684717794
-0.0030590241618569936,1394.7459404219667
-0.0020395569030326466,1394.8073911707022
-0.0020395569030326466,1394.7477679488452
-0.007138137967922287,1394.0820215248755
-0.007138137967922287,1394.0217927853341
-0.006118670709097884,1394.082759090356
-0.006118670709097884,1394.0226514247852
-0.00509858106488964,1394.0838127934262
-0.00509858106488964,1394.0238262757418
-0.00509858106488964,1393.9638397580572
-0.00509858106488964,1393.9038532403729
-0.004079113806065293,1393.9650617672514
-0.004079113806065293,1393.9051963235377
0.0,1394.3302590373737
0.0,1394.2708780373737
-0.00509858106488964,1393.6053738352607
-0.00509858106488964,1393.5453873175763
-0.004079113806065293,1393.6065958444551
-0.004079113806065293,1393.5467304007411
-0.0020395569030326466,1393.7293290358023
-0.0020395569030326466,1393.6697058139453
0.0,1393.8525466708634
0.0,1393.7931656708633
-0.004079113806065293,1393.2488565133135
-0.004079113806065293,1393.1889910695998
0.0,1393.6140537834356
0.0,1393.5546727834355
-0.0020395569030326466,1393.2528277046606
-0.0020395569030326466,1393.1932044828038
0.0030590241618569936,1393.7397044630598
0.0030590241618569936,1393.6806867588873
0.0,1393.2580099313768
0.0,1393.1986289313768
-0.004079113806065293,1392.654319773827
-0.004079113806065293,1392.5944543301132
-0.0030590241618569936,1392.6558579206112
-0.0030590241618569936,1392.5961136247836
-0.0020395569030326466,1392.657564373519
-0.0020395569030326466,1392.5979411516623
-0.004079113806065293,1392.2958538510304
-0.004079113806065293,1392.2359884073167
0.0020395569030326466,1392.9035151999274
0.0020395569030326466,1392.8443764217843
0.004078491420681396,1393.0276277327675
0.004078491420681396,1392.9687311025655
-0.0020395569030326466,1392.1825162256878
-0.0020395569030326466,1392.1228930038308
0.0020395569030326466,1392.5481979395236
0.0020395569030326466,1392.4890591613805
-0.004079113806065293,1391.7025281469128
-0.004079113806065293,1391.642662703199
-0.0020395569030326466,1391.8252613382601
-0.0020395569030326466,1391.7656381164031
-0.001020089644208244,1391.8272099391093
-0.001020089644208244,1391.767707791223
-0.0020395569030326466,1391.5870105987735
-0.0020395569030326466,1391.5273873769165
0.0,1391.7102282338346
0.0,1391.6508472338346
-0.0020395569030326466,1391.3490021550597
-0.0020395569030326466,1391.289378933203
-0.001020089644208244,1391.350950755909
-0.001020089644208244,1391.2914486080226
-0.00509858106488964,1390.7470922922353
-0.00509858106488964,1390.687105774551
0.0,1391.2332424589792
0.0,1391.1738614589792
0.0,1391.1144804589792
0.0,1391.0550994589794
-0.001020089644208244,1390.8744494247676
-0.001020089644208244,1390.8149472768812
-0.004079113806065293,1390.3917860056567
-0.004079113806065293,1390.331920561943
-0.0030590241618569936,1390.393324152441
-0.0030590241618569936,1390.3335798566134
0.0030590241618569936,1391.0011538074618
0.0030590241618569936,1390.9421361032894
-0.004079113806065293,1390.034531118229
-0.004079113806065293,1389.9746656745153
-0.001020089644208244,1390.2784593541394
