Depth_wrt_startup,Correction_depth,heav_data
0.0,1460.734045,0.0
0.0,1460.7354921981855,0.0
0.0010194672588244025,1460.8575096345276,1.0194672588244025e-05
0.0010194672588244025,1460.8582151207274,2.7434118801779377e-05
0.0020395569030326466,1460.9796078661632,5.107840427256169e-05
0.0020395569030326466,1460.9796526213715,7.844186958069771e-05
0.0010194672588244025,1460.8585565890921,8.89169455629117e-05
0.0010194672588244025,1460.8583404817891,8.653375126857459e-05
0.0,1460.736996520398,7.27667133715963e-05
0.0,1460.7364045970035,5.1059458959398224e-05
0.00509858106488964,1461.339924858479,8.34935403006596e-05
0.00509858106488964,1461.337852107678,0.00015406808584388304
0.0030590241618569936,1461.0938921581023,0.0001879144567746799
0.0030590241618569936,1461.0919345713173,0.00019340832828403196
0.0010194672588244025,1460.8479598703489,0.00017379287214709172
0.0010194672588244025,1460.8458716433254,0.00013625062079988576
0.004079113806065293,1461.2061685552342,0.00013385250715138
0.004079113806065293,1461.2029108080117,0.00015690700269806093
0.0010194672588244025,1460.836737547088,0.00014200736824226785
0.0010194672588244025,1460.8335800590085,9.97072555955104e-05
0.007138137967922287,1461.555435845211,0.0001247389262676909
0.007138137967922287,1461.550572207676,0.00019771569476810863
0.009177694870954933,1461.7874142050855,0.00027347079097554856
0.009177694870954933,1461.78202287695,0.0003479993227721077
0.004079113806065293,1461.1721538251147,0.0003507783357288235
0.004079113806065293,1461.1674827375189,0.0003004860877193021
0.008157605226746634,1461.6459902842435,0.00029483255752392934
0.008157605226746634,1461.639997486886,0.00032136517307279296
0.006118048323714043,1461.3920648897874,0.0003163631184779904
0.006118048323714043,1461.3860853183367,0.0002879524519557871
0.0030590241618569936,1461.0171863784433,0.0002288856726783709
0.0030590241618569936,1461.0111583545688,0.00014916725836787824
-0.0030590241618569936,1460.2794308880714,2.058441081170882e-05
-0.0030590241618569936,1460.2736085114425,-0.00013902071981736647
-0.0020395569030326466,1460.3880034064423,-0.00025546828488013946
-0.0020395569030326466,1460.3807782131316,-0.00033576809654596584
0.0020395569030326466,1460.8566183018816,-0.0003536486063026726
0.0020395569030326466,1460.8477324693006,-0.00032470931264642417
0.0020395569030326466,1460.8385739203384,-0.0002951071255773971
0.0020395569030326466,1460.8291505021791,-0.000265529696343654
0.0010194672588244025,1460.698538164783,-0.0002467344491182837
0.0010194672588244025,1460.6887723170446,-0.00023600931949158856
0.00509858106488964,1461.162288808616,-0.0001820525495959602
0.00509858106488964,1461.151269964556,-9.818109459733076e-05
0.0030590241618569936,1460.8983569176075,-4.8777798808783006e-05
0.0030590241618569936,1460.8874471788822,-2.6191582614956497e-05
0.009177694870954933,1461.6016762592458,5.378694487314118e-05
0.009177694870954933,1461.5893013154555,0.0001726169812414139
0.007138137967922287,1461.3351630987868,0.0002451983344503325
0.007138137967922287,1461.323138659415,0.0002809805800260677
0.00509858106488964,1461.0691966005168,0.0002842370234060921
0.00509858106488964,1461.0572292957327,0.0002631253328974875
0.0030590241618569936,1460.8032204164947,0.00022063649136346141
0.0030590241618569936,1460.7910769120615,0.00016367794016998482
