__time,/br5/depth_wrt_startup/data
1711614932.207229,0.002038935
1711614932.261806,0.002038935
1711614932.308026,0.001019467
1711614932.357374,0.001019467
1711614932.408643,0.011216629
1711614932.462209,0.011216629
1711614932.510091,0.008157605
1711614932.560617,0.008157605
1711614932.609220,0.015295743
1711614932.659366,0.015295743
1711614932.709006,0.016315210
1711614932.761263,0.016315210
1711614932.810688,0.021413792
1711614932.864428,0.021413792
1711614932.910920,0.024472816
1711614932.960481,0.024472816
1711614933.012665,0.029571397
1711614933.058543,0.029571397
1711614933.108012,0.034669978
1711614933.160808,0.034669978
1711614933.208945,0.042827583
1711614933.261465,0.042827583
1711614933.309146,0.039768559
1711614933.359196,0.039768559
1711614933.411578,0.042827583
1711614933.460783,0.042827583
1711614933.511004,0.046906697
1711614933.559427,0.046906697
1711614933.610470,0.047926164
1711614933.661839,0.047926164
1711614933.715315,0.048946254
1711614933.760014,0.048946254
1711614933.812834,0.056084392
1711614933.859997,0.056084392
1711614933.911524,0.053024745
1711614933.961097,0.053024745
1711614934.011772,0.058123326
1711614934.062249,0.058123326
1711614934.109432,0.058123326
1711614934.161890,0.058123326
1711614934.209727,0.064241997
1711614934.258690,0.064241997
1711614934.310139,0.056084392
1711614934.358961,0.056084392
1711614934.410248,0.063221907
1711614934.459371,0.063221907
1711614934.512475,0.062202440
1711614934.560580,0.062202440
1711614934.610495,0.062202440
1711614934.659504,0.062202440
1711614934.709708,0.060162883
1711614934.759768,0.060162883
1711614934.810462,0.059143416
1711614934.860646,0.059143416
1711614934.910298,0.062202440
1711614934.959065,0.062202440
1711614935.010827,0.055064302
1711614935.059158,0.055064302
1711614935.108390,0.060162883
1711614935.158332,0.060162883
1711614935.212807,0.056084392
1711614935.260555,0.056084392
1711614935.309705,0.055064302
1711614935.361761,0.055064302
1711614935.407150,0.050985811
1711614935.460054,0.050985811
1711614935.510292,0.054044835
1711614935.561912,0.054044835
1711614935.611006,0.052005278
1711614935.666673,0.052005278
1711614935.708863,0.052005278
1711614935.759766,0.052005278
1711614935.808071,0.044867140
1711614935.863064,0.044867140
1711614935.909450,0.052005278
1711614935.960345,0.052005278
1711614936.008467,0.047926164
1711614936.058483,0.047926164
1711614936.109790,0.046906697
1711614936.160590,0.046906697
1711614936.207136,0.044867140
1711614936.260839,0.044867140
1711614936.309666,0.049965721
1711614936.361317,0.049965721
1711614936.410315,0.050985811
1711614936.459007,0.050985811
1711614936.509532,0.047926164
1711614936.561333,0.047926164
1711614936.609478,0.047926164
1711614936.659688,0.047926164
1711614936.709139,0.050985811
1711614936.761746,0.050985811
1711614936.809600,0.047926164
1711614936.857111,0.047926164
1711614936.909941,0.043847673
1711614936.958743,0.043847673
1711614937.010936,0.045887230
1711614937.062094,0.045887230
1711614937.109420,0.048946254
1711614937.157259,0.048946254
